id_paiement,compte_id,destinataire,montant,date_paiement,type_paiement,frequence,statut,moyen_paiement,description
479,86,axa maroc,1104.07,2025-04-20,salaire,trimestriel,annul,carte,Versement automatique du salaire au beneficiaire.
480,24,universit hassan ii,1475.58,2024-08-22,loyer,trimestriel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
481,283,lydec,6853.07,2025-02-24,loyer,trimestriel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
482,374,axa maroc,8300.16,2024-08-28,prlvement fiscal,mensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
483,409,afriquia,7477.04,2025-04-08,salaire,mensuel,suspendu,virement,Versement automatique du salaire au beneficiaire.
484,286,marjane,241.2,2025-02-22,loyer,trimestriel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
485,137,cnss,6329.55,2024-04-26,abonnement,trimestriel,annul,carte,Paiement regulier pour un abonnement.
486,466,la marocaine vie,7857.62,2025-04-10,salaire,mensuel,actif,virement,Versement automatique du salaire au beneficiaire.
487,412,universit hassan ii,3101.76,2024-07-03,abonnement,bimensuel,annul,carte,Paiement regulier pour un abonnement.
488,353,la marocaine vie,7023.68,2024-12-20,abonnement,bimensuel,suspendu,virement,Paiement regulier pour un abonnement.
489,308,axa maroc,4038.58,2024-05-27,salaire,mensuel,suspendu,virement,Versement automatique du salaire au beneficiaire.
490,275,onee,4590.14,2024-10-05,salaire,mensuel,suspendu,prlvement,Versement automatique du salaire au beneficiaire.
491,122,tgr,7023.02,2025-02-22,don,trimestriel,annul,carte,Paiement automatique effectue depuis votre compte.
492,385,oncf,1938.87,2024-07-21,don,trimestriel,actif,virement,Paiement automatique effectue depuis votre compte.
493,292,cih bank,5526.03,2025-03-08,prlvement fiscal,mensuel,actif,virement,Paiement automatique effectue depuis votre compte.
494,158,ministre des finances,3903.31,2024-05-08,loyer,bimensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
495,21,caisse de dpt,8061.62,2024-10-25,loyer,mensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
496,391,banque populaire,5910.5,2025-01-25,loyer,trimestriel,suspendu,prlvement,Paiement mensuel du loyer effectue automatiquement.
497,127,marjane,8681.16,2025-03-10,loyer,trimestriel,suspendu,prlvement,Paiement mensuel du loyer effectue automatiquement.
498,40,onee,4744.89,2024-07-22,abonnement,mensuel,actif,carte,Paiement regulier pour un abonnement.
499,29,wafa assurance,6740.05,2024-07-10,salaire,mensuel,actif,carte,Versement automatique du salaire au beneficiaire.
500,307,cnss,116.87,2024-09-02,don,mensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
